
37.793751,-122.395149,San Francisco,23
37.861698,-122.407440,San Francisco,22
37.666561,-122.397499,San Francisco,20
37.809590,-122.477240,San Francisco,17
37.7715-122.4687,San Francisco,17
-7.5846909,-37.5381606,Tabira,10
-1.9367459,-50.8198737,Portel,2
7.46932,134.60991,Ngchesar Hamlet,1
23.976619,47.1557087,Ad Dilam,14
35.7244483,71.2874209,Barg-e Matāl,11
35.9477355,138.1885404,Kanazawa-shi,15
-33.5201418,-56.9042201,Trinidad,20
49.2826578,-123.118728,North Vancouver,12
-8.3488,123.6542,Lewodoli,12
-18.0065679,-70.2462741,Tacna,4
22.492431,111.075519,Shuidong,7
39.896949,116.414961,Chongwen,18
6.83249,124.454363,Ampatuan,12
-15.6921494,46.3336857,Mahajanga,9
37.3916313,140.3798031,Kōriyama,11
29.434465,110.345643,Kongkeshu,14
-7.8100327,110.3592495,Tamansari,2
46.1544155,14.9301007,Izlake,5
33.1786556,35.8988626,Khān Arnabah,6
46.1357218,14.7444352,Moravče,14
39.907593,116.47531,Junyang,3
49.9638636,22.0339385,Tyczyn,8
-6.8447302,108.2427764,Cicurug,9
17.380558,-62.7533321,Nicola Town,18
56.1597869,37.9891132,Rakhmanovo,6
-7.5749752,110.6317907,Kopen,15
-1.5117336,102.7479899,Sungaibengkal,7
0.968911,-77.521175,Iles,15
33.358433,36.2522371,Al Kiswah,2
14.5849522,121.0777423,Botigues,20
42.8718884,73.1963111,Merke,18
8.99214,105.19602,Xom Tan Long,19
29.454189,119.996847,Huangzhai,6
-8.0273556,113.7513827,Maesan,13
40.7681987,-73.9608428,New York City,10
-23.3233727,-46.7294577,Franco da Rocha,4
22.6142911,-79.8688837,Encrucijada,9
57.7516519,12.898467,Borås,13
59.2420906,18.1015207,Kristinehamn,16
8.9308058,-79.7343791,Nuevo Arraiján,20
-9.8015544,-77.4314703,Catac,18
44.087585,131.122915,Dongning,8
-7.2524177,112.746823,Krajan Gading,18
53.1257,47.2041,Nikolayevka,14
48.8959487,2.2679278,Neuilly-sur-Seine,18
43.884893,-0.5046003,Mont-de-Marsan,6
27.6616992,120.5610519,Yahe,19
8.7346496,39.0085346,Debre Zeyit,11
48.689836,6.17445,Nancy,3
22.483182,113.916509,Shenkou,14
14.6035421,121.0245782,Tayug,19
55.7562751,38.6792665,Pavlovskiy Posad,8
-3.7702,-70.38306,Puerto Nariño,6
-15.158624,-48.2802925,Padre Bernardo,13
57.512722,72.40078,Tevriz,8
6.594633,125.400567,Malalag,12
53.5862715,16.3876584,Łubowo,17
36.2048468,137.2118015,Nabari,18
-3.9879753,-79.3535714,Catamayo,17
10.2535534,-67.9583246,San Diego,1
41.0716946,-8.0890423,Ribeira,16
50.4734865,2.9394741,Tarbes,16
-5.4253802,38.975937,Pangani,15
43.7441795,2.511999,Marseille,4
36.284107,100.620031,Gonghe,4
-7.1916713,-79.5139718,Pueblo Nuevo,10
15.01667,48.01667,Az̧ Z̧alī‘ah,16
16.78314,43.81265,Ash Shawātī,6
11.7907511,102.8773712,Khlong Yai,7
44.7800716,44.1646857,Budënnovsk,7
-8.4788,117.4132,Osapsio,18
56.2094069,14.8470274,Asarum,7
-0.272699,36.3775152,Ol Kalou,17
19.543278,110.797759,Wenchang,5
7.15611,124.69111,Gocoton,7
36.8830175,137.4502378,Ueki,19
40.1211828,-88.2434596,Champaign,2
34.158997,108.906994,Chang’an,11
9.1118027,99.2065202,Phunphin,18
-34.610303,-58.410092,Rivadavia,7
49.751033,31.4697,Kaniv,1
45.3532302,15.8650719,Gvozd,19
48.5851876,7.7342943,Strasbourg,18
13.816877,121.131952,Ibaan,16
-29.2360837,-51.869606,Encantado,5
61.5003351,21.8474164,Noormarkku,18
29.1082924,119.6364468,Huifa,2
29.48018,120.882428,Kanshan,17
30.82247,28.954309,Al ‘Alamayn,13
26.076336,103.556409,Dake,8
19.4458447,-99.1497664,Buenavista,3
39.293263,117.32162,Huozhuangzi,19
35.5599466,140.3605429,Tōgane,3
5.5001866,5.9938339,Ughelli,5
51.1879547,6.8173593,Düsseldorf,14
30.605585,91.862132,Yoiqag,11
5.1970659,96.5076426,Lancang,6
51.4695254,22.9549933,Uścimów Stary,14
45.417087,-0.302506,Montbéliard,6
32.5539412,130.4103077,Setaka,18
-8.3482,114.2281,Melikkrajan,5
46.748522,82.978928,Tacheng,8
-12.1339689,-38.4211223,Alagoinhas,8
-6.8008183,107.1781769,Karangtengah,3
42.5064293,20.3599254,Gllogjan,4
9.9576111,-84.0284827,Purral,6
29.8780031,40.1043057,Sakākā,10
33.4614354,9.0294708,Douz,13
54.7208946,37.5455632,Zaokskiy,14
50.41661,31.46261,Korniyivka,18
50.6302806,3.8861843,Ath,3
53.2140133,87.2799316,Mundybash,13
39.2682845,-9.312494,Zambujeira,10
-15.81644,-73.968712,Achanizo,1
32.45461,35.26076,Birqīn,12
-30.6732959,-51.4052742,Tapes,12
11.9805692,-86.3110516,El Crucero,12
14.4068464,103.1048449,Buriram,12
43.4945737,5.8978018,Paris 06,1
31.753884,118.565462,Guanshan,7
38.235041,115.726317,Maying,2
39.8352158,-8.8446771,Ameixoeira,13
-32.9695027,-60.6991676,Espinillo,6
30.0130557,31.2088526,Al Jīzah,9
32.993182,110.425983,Yunxi,8
16.6036472,103.0472164,Kranuan,3
-34.6531982,-58.5988688,Dalmacio Vélez Sársfield,16
14.0101094,-60.9874687,Castries,14
36.7319657,138.4136271,Sano,2
-6.1513815,106.8915008,Girsereng,4
9.9399061,-65.1610557,Clarines,9
43.6051078,73.7631135,Shu,7
-6.4031324,107.4552608,Krajan Tengah,15
13.449097,-14.769285,Galleh Manda,18
-8.6635365,118.8480284,Kalodu,11
21.5711978,107.1484521,Đình Lập,16
-8.4500758,118.7278177,Sarae,2
29.708692,120.246863,Zhouji,7
-11.9148486,43.4969735,Ourovéni,11
41.620793,-8.488318,Sobreiro,11
39.914373,116.454205,Zhili,13
21.8756188,-102.2848729,La Soledad,2
31.918232,119.976948,Baizhang,18
-32.1543392,-63.471433,James Craik,11
55.6383075,22.938485,Kelmė,9
36.854973,81.516355,Xambabazar,10
44.5765376,34.3431531,Partenit,7
-9.0633364,-78.589011,Chimbote,20
36.36257,119.965782,Jiaobei,14
32.795859,35.530973,Tiberias,6
55.6383075,22.938485,Kelmė,18
40.7322554,-8.1737805,Oliveira de Frades,17
40.4918264,-7.5954135,Gouveia,8
48.526727,40.316753,Glubokiy,10
54.0541924,17.5871593,Studzienice,2
-13.734009,-39.1478933,Ituberá,9
54.9066121,70.4574593,Būlaevo,4
20.995464,106.3346061,Nam Sách,5
-25.0993621,-50.1584514,Ponta Grossa,12
-6.7146375,107.4765594,Nangewer,5
8.77528,124.80222,Napalitan,10
37.504829,115.720864,Jianguang,10
40.4989376,22.5415237,Aigínio,10
38.7470186,-90.2526163,Saint Louis,19
38.5484731,-122.8049523,Yinkeng,20
44.9794968,19.6209662,Sremska Mitrovica,2
41.139883,22.5397872,Gevgelija,9
38.7731612,140.297972,Numata,10
14.5624842,121.0482871,Magallanes,15
26.766584,119.548497,Qidu,9
37.99,-84.52,Lexington,6
29.689847,121.28259,Xiekou,6
4.4354347,14.3617343,Batouri,1
48.2595628,24.3450737,Yasinya,20
22.3032923,105.876004,Bắc Kạn,4
9.6365101,123.8536209,Songculan,18
10.6340856,106.947666,Phước An,18
10.6936663,122.5655726,Mabilog,15
35.0995959,-89.862563,Memphis,2
34.9568026,-106.6055534,Albuquerque,20
57.5780197,48.9602971,Sovetsk,4
13.4932664,100.9637456,Bang Pakong,5
15.4581332,36.4039629,Kassala,2
-3.8277688,119.7773461,Baranti,12
48.6490636,24.3699935,Manyava,10
37.5940751,68.5962593,Kolkhozobod,7
-9.9831,124.1849,Oebai,12
23.2423405,-106.4530275,Las Flores,16
15.0026671,-88.751805,Pueblo Nuevo,19
55.224467,45.8810866,Sechenovo,8
-7.1532,114.3304,Jambuir Timur,4
29.815139,121.300551,Zhangshui,2
61.1006924,10.4755594,Lillehammer,19
14.92653,45.507141,Ḩarīb,18
-24.2449065,-65.2605303,Yuto,14
25.784135,104.953062,Pu’an,16
-11.3535985,40.3522402,Mocímboa,19
14.4223149,-16.702825,Tiadiaye,1
51.0149751,2.343224,Dunkerque,8
45.1810672,18.6692248,Cerna,12
30.6107721,53.1911235,Şafāshahr,8
40.9282833,24.3057691,Kokkinóchoma,11
33.347316,120.16366,Yancheng,4
41.4495777,-8.3894249,Vermil,11
41.4066243,-73.4077076,Danbury,14
15.1089475,104.329829,Khu Khan,19
23.7247599,108.8076195,Ganxi,16
46.1839042,-0.4738335,Niort,1
4.0578303,38.3192073,Mēga,1
35.0809148,8.6600586,Kasserine,10
-27.8341089,25.9063474,Hoopstad,5
-16.5030766,-68.1346594,San Pedro,18
27.6673175,114.4109921,Miaojie,2
-7.2133284,110.3934388,Sidomukti,12
5.8874488,10.0191857,Bali,1
19.238934,108.957345,Chahe,17
28.148729,112.124865,Huangcai,3
-28.4836381,28.8480284,Phuthaditjhaba,4
41.3357664,-7.5894479,Parada de Pinhão,18
58.3495477,33.3074607,Okulovka,3
-7.6552991,109.9288452,Kedunglo,2
37.3844286,140.3940646,Furukawa,1
32.23483,119.797634,Yangzhong,2
38.05106,114.463347,Xinhua,10
57.9788789,33.243615,Valday,9
13.0748879,120.7213113,Santa Cruz,3
8.3263397,-72.0907994,Coloncito,5
16.0173268,-85.9585544,Puerto Castilla,1
31.648038,113.229941,Junchuan,1
56.1138556,13.6083989,Tyringe,13
45.1099574,40.2950699,Temirgoyevskaya,15
40.4810579,50.1454455,Mardakyany,20
-16.4622905,-54.6210664,Rondonópolis,8
38.253338,109.503758,Hongdun,19
10.60959,-75.142287,Luruaco,17
49.8370072,13.5783393,Břasy,5
13.9877,44.2749,Qaryat ad Da‘īs,9
6.4876142,-6.5836774,Issia,5
59.9959635,30.2984767,Gorelovo,13
-6.1873861,106.9168787,Soho,8
-6.3929812,-79.8226708,Jayanca,14
-3.701499,-40.3496894,Sobral,6
-19.6771093,29.9769441,Shurugwi,2
0.5527836,123.0563144,Susunan,6
33.2667748,131.5110953,Yamaga,9
35.2617507,57.973082,Bardaskan,14
-7.6838962,109.9764822,Seren,6
-30.7102921,27.2382163,Lady Grey,2
24.781681,118.552365,Jinjiang,5
31.95402,35.1624,Az Zaytūnīyah,9
18.9337202,-70.4047314,Cotuí,12
12.6417,123.9092,Utabi,12
29.60548,111.877499,Jinshi,4
14.6640154,102.7939759,Nang Rong,5
38.7035566,-7.7801629,Azaruja,6
31.741456,118.328116,Shilibu,6
40.3319506,-3.7686545,Leganes,20
6.6833334,124.1500015,Barurao,20
32.809026,110.112629,Baihe,14
47.5860611,-52.6912126,Killam,5
34.0643502,-117.2847875,San Bernardino,5
60.6191114,26.1999237,Lapinjärvi,2
-18.3958665,-40.1862129,Pinheiros,1
51.7204294,94.442401,Kyzyl,17
4.7546039,11.2240441,Bafia,14
17.310993,100.6872457,Chat Trakan,3
39.0820946,26.3724138,Agiásos,10
-7.1916713,-79.5139718,Pueblo Nuevo,3
6.6904032,122.0183229,Begang,5
-34.610303,-58.410092,Rivadavia,8
27.5409825,109.9643521,Dingbao,8
38.6319438,-9.0477594,Palhais,18
59.362,143.21468,Okhotsk,5
-31.4505323,-64.1847851,Villa Nueva,16
-1.553873,-79.7624177,Vinces,14
10.5330098,106.4052541,Tân An,6
19.63333,30.41667,Karmah an Nuzul,15
49.858677,18.9770856,Mazańcowice,17
45.05426,41.1051314,Krasnaya Polyana,17
-22.2131635,-49.6555394,Garça,2
14.7292113,-88.0338631,San José de Comayagua,10
6.878872,126.169972,Mamali,19
-6.893751,112.4514977,Banyutengah,16
46.5807254,125.1344298,Dingjia,4
35.218292,106.653158,Huating,12
28.003,86.303,Zuobude,7
28.246367,109.169053,Huangban,7
-6.8572408,107.5088982,Utama Wetan,7
-12.2800422,-75.7863836,Alis,2
-7.992641,112.624117,Komes,6
-7.029578,108.592328,Cineumbeuy,7
27.867125,107.503649,Fenglin,4
45.84756,47.56635,Oranzherei,8
48.1547935,25.7100722,Storozhynets’,17
39.5779145,48.9718588,Salyan,11
-19.8,32.866667,Chimanimani,14
7.1864095,100.5927222,Songkhla,17
49.4263976,2.0887457,Beauvais,17
22.781631,108.273158,Jiangna,1
23.028956,113.143441,Nanhai,10
39.4854373,-119.8757349,Reno,16
-7.57656,-40.4976324,Araripina,12
-8.4624319,118.7519286,Lanci Satu,12
58.2084997,54.707343,Zyukayka,16
48.967159,17.0279282,Šardice,15
-8.7678593,160.6960306,Auki,5
39.8653333,116.3998528,Shazikou,8
32.993106,97.008784,Yushu,13
51.883,4.3577,Schiedam postbusnummers,3
39.15667,26.52167,Pámfylla,14
22.424398,-79.9416549,Santa Clara,8
28.46763,119.922796,Lisui,5
12.2483626,-0.6251541,Zorgo,19
14.0004996,121.9279688,Atimonan,3
3.0782922,101.5931076,Petaling Jaya,2
-13.6635336,48.4537424,Ambanja,2
52.9718428,63.1128326,Rudnyy,12
21.3325846,105.7233814,Phúc Yên,19
50.515804,115.126221,Nizhniy Tsasuchey,12
-29.984393,-52.3760103,Rio Pardo,7
-6.143977,106.3993658,Kresek,13
41.5656638,-6.6207078,Santulhão,7
17.4605379,101.7523854,Loei,8
-7.76929,114.2241895,Awarawar,15
38.7921433,-27.2587935,Biscoitos,15
